,Description,Gerne,Label
84,"Câu chuyện về một mùa hè ngọt ngào, những trò chơi nghịch ngợm và bâng khuâng tình cảm tuổi mới lớn. Chỉ vậy thôi nhưng chứng tỏ tác giả đúng là nhà kể chuyện hóm hỉnh, khiến đọc cuốn hút từ tựa đến trang cuối cùng, có lẽ chính vì giọng văn giản dị và trong trẻo của Nguyễn Nhật Ánh, và kết thúc thì có hậu đầy thuyết phục. Câu chuyện cho tuổi học trò, đọc xong là thấy ngập lên khao khát quay về một thời thơ bé, với tình thầy trò, bè bạn, tình xóm giềng, họ hàng, qua cách nhìn đời nhẹ nhõm, rộng lượng.
Cuốn sách này nhà văn đề tặng “Những năm tháng ấu thơ”, tặng các bạn thời nhỏ, cũng là tặng bạn đọc thân thiết của mình.",Tiểu Thuyết,1
85,"Bệnh Án Của Thần Linh - Tập 3
Mùa nối gót mùa đi qua, chỉ có bệnh viện Honjou là vẫn như một chiến trường khốc liệt: xe cấp cứu, bệnh nhân ra vào tấp nập, các bác sĩ, y tá làm việc không ngơi tay. Bị cuốn vào vòng xoáy khám chữa bệnh tưởng chừng không có lối ra, một người luôn ôm mộng theo đuổi lý tưởng như bác sĩ Kurihara Ichito cũng quên bẵng mất bản thân đang hướng tới điều gì. Chẳng vậy mà, chỉ một nữ bác sĩ tài giỏi với phong cách làm nghề đanh thép đã khiến triết lý nhân sinh nơi anh lung lay toàn tập. Rồi khi một sự cố nghiêm trọng xảy đến, mọi lý lẽ trong anh sụp đổ tan tành. Rốt cuộc, anh phải chọn con đường nào để tiến bước đây?
Bệnh án của thần linh 3 lại một lần nữa thổi bùng lên ngọn lửa của lòng tốt, của nhiệt huyết và khát vọng một lòng một dạ theo đuổi ước mơ.",Tiểu Thuyết,1
86,"Cậu Nhóc Gặt Gió
Cậu nhóc gặt gió là một câu chuyện có thật đáng chú ý về sự sáng tạo của con người cũng như sức mạnh của niềm tin để vượt qua nghịch cảnh. Cuốn sách này sẽ truyền cảm hứng cho bất cứ ai còn nghi ngờ về sức mạnh quyết tâm của một cá nhân dám đứng lên để thay đổi và cải thiện cuộc sống của cả một cộng đồng.",Tiểu Thuyết,1
87,"Tại sao một bồi bàn không xu dính túi tại Mumbai lại phải ngồi sau song sắt nhà tù?
Đó là vì:
a)Anh ta đã đánh khách hàng;
b) Anh ta uống quá nhiều rượu;
c) Anh ta lấy trộm tiền hay
d) Anh ta đã giành được giải thưởng lớn nhất trong lịch sử trò chơi đố vui trên truyền hình.
Ram Mohammad Thomas đã bị bắt. Bị bắt vì đã trả lời chính xác mười hai câu hỏi trong trò chơi Ai là tỷ phú! Vì anh chỉ là một cậu bé mồ côi nghèo khổ chưa từng được đến trường, không biết tên tổng thống nước Mỹ, không biết đơn vị tiền tệ của Pháp hay vị trí của các Kim Tự Tháp… Vì anh chỉ là “một gã bồi bàn ngu xuẩn làm việc tại một nhà hàng tồi tàn”, một “đồ khốn vô tích sự” sống bên bờ của sự túng quẫn trên một khu đất hoang ở đô thị nơi người ta phải chen lấn từng phân và thậm chí đến đi ỉa cũng phải xếp hàng…",Tiểu Thuyết,1
88,"Truyện dài đặc sắc nhất của Nguyễn Nhật Ánh. Tập truyện được sinh viên học sinh rất đỗi say mê. Bởi sự dí dỏm, bởi tình người, bởi những hình ảnh rất học sinh, rất áo trắng. Hãy làm quen với Thằng quỷ nhỏ vẩy tai lừa có cái tên con gái là Quỳnh… cùng những người bạn dễ thương khác như Hạnh, Nga….",Tiểu Thuyết,1
89,"Nhật Bản những năm 80 của thế kỷ trước, một nhân vật chính không tên, ly dị vợ, công việc nhiều tiền nhưng nhàm chán, thông minh nhưng đời lại chẳng có gì kích thích hắn nghĩ suy -Cuộc săn cừu hoangrõ ràng được đặt trên nền một thực tế quen thuộc của thời hiện đại. Một không khí hững hờ và uể oải theo người đọc vào cả một thế giới hoang đường, và không rời bỏ ngay cả khi câu chuyện diễn tiến đến những tình tiết gay cấn nhất của cuộc săn săn cừu hoang kỳ lạ, hay những đoản khúc gợi cảm u sầu với cô gái có đôi tai đẹp khác thường. Murakami đã hư cấu ngay trên nền thế giới thực và tạo nên một tiểu thuyết như mơ. Có lẽ tiểu thuyết nên được đọc theo cách ấy: như mơ một giấc thật sâu, đến mức dẫu phần lý trí trong ta vẫn biết là nó không có thật, nhưng khi tỉnh lại và tiếp tục sống đời mình, đâu đó trong tim ta vẫn vương vấn khôn nguôi.",Tiểu Thuyết,1
90,"Trở Về Năm Tháng Bố Tôi Là Hot Boy - Tập 2
Cô gái lặng lẽ ngồi cạnh anh, anh dịu dàng nhìn cô. Cô vẫn như vậy, chẳng hề thay đổi, vẫn là Lục Yên trong trí nhớ của anh, còn anh đã không còn là thiếu niên năm nào nữa. Nhưng dù đôi mắt anh đã nhìn thấy bao nhiêu thăng trầm của cuộc đời, dù trái tim anh đã lạnh lẽo, cô độc như thế nào, thì lúc này đây, nhìn thấy cô… trong lòng anh lại chất chứa sự dịu dàng.
Anh và cô ngồi bên hồ ngắm hoàng hôn dần phai nhạt.
“Tiểu Yên đã từng thích ai chưa?”
“Chưa ạ, bố con không cho yêu sớm.”
“Còn tôi thì có rồi.”
Lục Yên nhìn anh bằng ánh mắt hiếu kỳ. Nụ cười của anh chan chứa niềm hạnh phúc vô tận xen lẫn nỗi chua chát đắng cay.
“Thích cô ấy là hạnh phúc cả đời của tôi.”",Tiểu Thuyết,1
91,"“999 lá thư gửi cho chính mình” là một tác phẩm đặc biệt đầy cảm hứng đến từ tác giả văn học mạng nổi tiếng Miêu Công Tử, mang một màu sắc riêng biệt qua những lời thư nhỏ nhắn nhủ đến người đọc về giá trị cuộc sống, tình yêu, tuổi trẻ, tương lai… v.v..
Tiếp nối phần 1 giúp bạn trở nên hoàn hảo, cuốn sách phần 2: “999 lá thư gửi cho chính mình” – Mong bạn trở thành phiên bản hạnh phúc nhất, không chỉ một lần nữa khẳng định và nhắc nhở bạn rằng việc nỗ lực quan trọng đến mức nào mà bên cạnh đó còn đề cao những yếu tố không thể thiếu trong cuộc sống để bạn có thể trở nên hạnh phúc hơn, giúp bạn mỗi ngày như một hoa hướng dương hướng về phía mặt trời, hấp thụ trọn vẹn năng lượng tích cực, vui vẻ mỉm cười, mọi đau buồn sẽ bốc hơi tan biến.",Tiểu Thuyết,1
92,"Bản Thảo Tìm Thấy Tại Accra
Vào một đêm năm 1099, Jerusalem đang đứng trước cuộc vây hãm của quân Thập tự chinh, trong sự tuyệt vọng và hỗn loạn, những con người từ mọi lứa tuổi và đức tin đã quy tụ để lắng nghe lời thông thái từ một người đàn ông Hy Lạp được biết đến với cái tên, Copt.
Thay vì sợ hãi một tương lai khó tránh, với Copt, quan trọng là phải giữ cho tri thức không bị sụp đổ chung với bức tường thành. Nhưng tri thức là gì? Đó là nhận thức về Tình yêu, về Hiến dâng, về Tinh thần, về sự sống và cái chết, về cuộc phiêu lưu của phận người trên Trái đất này. Người ta đặt câu hỏi, những câu hỏi mà họ sợ sẽ chẳng còn cơ hội được giải đáp, và Copt điềm tĩnh trả lời, mãi tới tận khi bức màn đêm đen đặc phủ xuống Jerusalem. Copt nói lời cuối cùng:
""Hãy đi bình an!""",Tiểu Thuyết,1
93,"Thường - cậu bé bán kẹo kéo và Tài Khôn - cô bé bán bong bóng, hai đứa trẻ còn đang ở tuổi ăn học nhưng đã phải hàng ngày mưu sinh nơi góc chợ ồn ào. Giữa chốn náo nhiệt, tâm hồn đồng điệu của hai đứa trẻ đã giúp chúng an ủi nhau và nuôi dưỡng ước mơ về một tương lai tốt đẹp hơn. Hiện thực khắc nghiệt của cuộc sống trong truyện như làm nền cho hai tâm hồn đẹp và tràn đầy ước mơ của Thường và Tài Khôn hiện ra. Sự chững chạc của cậu bé Thường, sự trong trẻo, hồn nhiên cùng niềm lạc quan, yêu đời của cô bé Tài Khôn như dòng suối mát lành có thể làm mềm cả những trái tim gai góc nhất. Những khát vọng trong trẻo của hai đứa trẻ không bao giờ tắt, như chùm bong bóng đầy màu sắc vút bay lên trời cao.",Tiểu Thuyết,1
94,"Bồ Câu Không Đưa Thư
Câu chuyện bắt đầu từ lá thư làm quen để trong học bàn của Thục, trong bộ ba Xuyến, Thục, Cúc Hương. Lá thư chân tình đã thu hút sự tò mò của bộ ba, và họ bị cuốn hút vào trò chơi với người giấu mặt, dần hồi kéo theo Phán củi, anh chàng xấu xí vụng về của lớp làm quân sư và giúp xướng họa thơ.
Cuộc truy tìm dẫn mọi người đến nhiều hiểu lầm tai hại và cả những bất ngờ thú vị.
Và điều bất ngờ cuối cùng đã được phát hiện quá muộn. Vì sao? Xin để cho bạn đọc tự khám phá.",Tiểu Thuyết,1
95,"Hòn Đảo Bí Mật - Tập 1
Lấy bối cảnh những năm cuối của cuộc Nội chiến Mỹ, Hòn đảo bí mật mở đầu bằng cuộc trốn chạy của năm người Mỹ trên chiếc khinh khí cầu trong cơn bão dữ, họ bị cuốn đi xa và rơi xuống một hòn đảo vô danh ở phía nam Thái Bình Dương. Tại đây, họ không chỉ nỗ lực hết sức để có thể sinh tồn mà hơn thế, với trí thông minh, hiểu biết về khoa học và tình yêu sâu sắc dành cho xứ sở được họ coi như quê hương thứ hai, những người định cư cùng nhau xây dựng hòn đảo thành miền đất tươi đẹp, văn minh. Cuốn tiểu thuyết là lời ngợi ca ý chí và lòng dũng cảm của con người trong công cuộc tồn tại và chinh phục thiên nhiên. Cùng với Những đứa con của Thuyền trưởng Grant và Hai vạn dặm dưới biển, Hòn đảo bí mật là cuốn sách khép lại bộ ba tác phẩm phiêu lưu có thể được xem như đỉnh cao trong sự nghiệp sáng tác của Jules Verne.Verne.",Tiểu Thuyết,1
96,"Một thanh tra trẻ đầy khát vọng tìm ra hung thủ trong bản án thảm sát năm xưa. Một tên tội phạm IQ cao, kẻ từng là luật sư tài ba khao khát được minh oan. Vận mệnh đã gắn kết hai kẻ tưởng chừng như chẳng có liên quan này lại với nhau qua chuỗi thảm án liên hoàn xảy ra tại thành phố Đông Lâm. Đâu mới thực sự là chân tướng? Khi sự thật được bóc trần, kết cục còn có thể tàn khốc tới nhường nào?",Tiểu Thuyết,1
97,"Ngôi Trường Mọi Khi (Tái Bản 2022)
Những câu chuyện về nhóm bạn học sinh năm đầu cấp 3 với bao kỷ niệm vui buồn hờn giận, bao nhiêu trò tinh nghịch của tuổi mới lớn. Với những Hạt tiêu, Tóc ngắn, Hột mít, Bảnh trai, Răng chuột, Mặt mụn… đã tạo nên không khí của một lớp học thật dễ thương với bao nhiêu tình cảm yêu thương, cảm động và gần gũi. Đây là sách mới nhất của tác giả viết về tuổi áo trắng mộng mơ và tinh nghịch.",Tiểu Thuyết,1
98,"Trong mảng sáng tác về đề tài tiểu tư sản của Nam Cao, truyện ngắn ""Đời Thừa"" có một vị trí đặc biệt. ""Đời Thừa"" đã ghi lại chân thật hình ảnh buồn thảm của người tri thức tiểu tư sản nghèo, nhà văn Nam Cao đã phác hoạ rõ nét hình ảnh vừa bi vừa hài của lớp người này trở nên đầy ám ảnh. Giá trị của ""Đời Thừa"" không phải chỉ ở chỗ đã miêu tả chân thật cuộc sống nghèo khổ, bế tắc của người trí thức tiểu tư sản nghèo, đã viết về người tiểu tư sản không phải với ngòi bút vuốt ve, thi vị hoá, mà còn vạch ra cả những thói xấu của họ v.v....",Tiểu Thuyết,1
99,"Mười bảy tuổi, bị bủa vây trong bóng đen cái chết của người thân, Yuko và Satoru đã tình cờ tìm thấy nhau, như “tay phải tìm ra tay trái”. Những tưởng từ đây họ có thể khép lại những tháng ngày lạc lõng giữa thị trấn nhỏ, nơi mọi thứ luôn dừng lại ở thì quá khứ, nhưng rồi Satoru mắc bệnh và Yuko phải lên Tokyo học, tay phải cùng tay trái lại một lần nữa rời xa nhau...
Là tác phẩm đầu tay của Ichikawa, cuốn sách đầy những giằng xé mãnh liệt giữa gặp gỡ và chia ly, một đặc trưng tiếp tục được nối dài trong những tiểu thuyết về sau của ông. Nhưng cũng như chính tác giả vẫn nói, sự dung hợp về tâm hồn mới là điều đáng kể, nên mặc cho những bất trắc và mất mát vẫn cứ trải dài suốt thời gian và không gian, dư âm đọng lại bao giờ cũng thế, là một tình cảm còn sâu nặng hơn cả tình yêu.",Tiểu Thuyết,1
100,"Bong Bóng Lên Trời
Vì hoàn cảnh, Thường phải giúp mẹ bằng nghề bán kẹo kéo ngoài giờ học và làm quen với cuộc sống trên đường phố.
Ở đó cậu đánh bạn với những người nghèo và hiểu thêm nhiều điều không có trong sáchvà nhà trường.
Cô bé bán bong bóng Tài Khôn hồn nhiên và nhiều ước mơ cũng thường giúp đỡ Thường thoát khỏi mặc cảm nhà nghèo và sống tự tin.",Tiểu Thuyết,1
101,"Thiên thần nổi giận mang một màu sắc rất khác với những tác phẩm trước đây của Shidney Sheldon, không có những tình tiết quá bí ẩn, quá kỳ ảo đến khó tin, mà đơn giản như một câu chuyện tình yêu vậy. Nó kể về tất cả mọi người chúng ta, chứ không chỉ là những nhân vật như Jennifer hay Adam. Một câu chuyện về số phận, về những khát khao không được đền đáp, về tình yêu mãnh liệt nhưng không đủ sức níu giữ những con người lại bên nhau. Tác giả đã kể câu chuyện này một cách khác thường, với ngôn ngữ giàu cảm xúc, sự thấu hiểu tận cùng tâm lý nhân vật, và bút pháp nghệ thuật tinh tế đến bất ngờ.
Câu chuyện đầy mê hoặc về cuộc đối đầu không khoan nhượng, chiến đấu vì lý tưởng, tình yêu và cả sự sinh tồn. Trong cuộc chiến khốc liệt ấy, tình yêu đã bị hủy hoại nặng nề hơn cả lòng thù hận.",Tiểu Thuyết,1
102,"Đi Trốn
Câu chuyện chân thực, lôi cuốn đồng thời gợi nhiều suy ngẫm về cuộc sống và số phận những đứa trẻ lớn lên giữa cuộc chiến tranh: thường xuyên sống xa bố mẹ, thấy súng đạn như đồ chơi, chứng kiến những cái chết xung quanh mình. Nhưng đọng lại sau tất cả, bên cạnh vẻ đẹp của thiên nhiên, Đi Trốn cũng làm sáng lên vẻ đẹp của tinh thần tự lực, của tình bạn, và những rung động tình yêu thủa ban đầu.",Tiểu Thuyết,1
103,"Quentin Jacobsen thầm phải lòng cô bạn Margo Roth Spiegelman xinh đẹp thích phiêu lưu. Thế nên khi Margo cậy cửa sổ lách vào đời cậu – ăn vận như ninja và triệu tập cậu vào một chiến dịch trả thù đầy táo bạo – cậu lập tức đi theo. Qua một đêm rong ruổi, ngày mới đến, Q tới trường và phát hiện ra rằng Margo, vốn luôn là một ẩn số quyến rũ, đã thực sự biến mất đầy bí ẩn. Nhưng Q cũng sớm biết được rằng có những manh mối – và những manh mối ấy được để lại cho cậu. Gấp gáp lần theo cung đường đứt khúc, càng đến gần, Q càng khó nhận ra được cô gái mà cậu tưởng chừng đã quá quen thuộc…",Tiểu Thuyết,1
104,"Alice là giáo sư đại học Harvard. Ở tuổi 50, cô có một sự nghiệp rực rỡ và gia đình đầm ấm cùng những đứa con thành đạt. Bất ngờ, một ngày nọ, cô được chẩn đoán mắc bệnh Alzheimer khởi phát sớm, khiến mọi thứ trong cuộc sống của cô đều đảo lộn. Alice và người thân đã làm thế nào để chống chọi lại căn bệnh quái ác này? Mời bạn đọc cùng đồng hành với hành trình chống chọi lại căn bệnh Alzheimer của nữ giáo sư Alice qua tiểu thuyết này nhé!",Tiểu Thuyết,1
105,"Bên Trời Hoa Bay
Vượt thời gian đến một thế giới song song, dù đã ở trong kiếp sống khác nhưng Niệm Tâm vẫn một lòng mong mỏi được ăn không ngồi rồi, sáng ngắm mây chiều lượn phố.
Ngờ đâu, hàng loạt vụ án mạng xảy đến, sóng ngầm dữ dội giữa chốn kinh thành xa hoa. Niệm Tâm theo chân vị vua trẻ tuổi họ Hoàng truy tìm chân tướng, để rồi nhận ra mình chưa từng rời khỏi nơi bắt đầu.
Tóm gọn một câu: Bảy trăm năm, hai thế giới, một mối lương duyên.",Tiểu Thuyết,1
106,Những Mẩu Chuyện Hài Hước Về Nasreddin Hodja (Tái Bản 2018),Tiểu Thuyết,1
107,"Những cô gái xinh đẹp mất tích ở nhiều nơi, trong suốt nhiều năm. Báo chí rồi sẽ quên lãng, cảnh sát xếp hồ sơ sau một thời gian điều tra, nhưng gia đình sẽ không bao giờ nguôi quên đứa con đã mất của mình. Claire từng có một gia đình ấm áp, cho đến khi chị cả Julia mất tích. Quá đau buồn, cha mẹ cô ly dị, chị kế Lydia nghiện ngập sa sút, Claire có người chồng thương yêu mình, cho đến khi người chồng ấy cũng bị hạ sát, chị Lydia bị bắt đi. Tất cả có phải sự tình cờ? Tác giả ""những thiên thần mất tích"" là tác giả có nhiều sách bán chạy, thường xuyên vào bảng best seller của tờ New York Times. Điểm cốt yếu của sách trinh thám là sự bất ngờ,  trong ""Những thiên thần mất tích"", bất ngờ nằm trong bất ngờ, ngạt thở đến tận phút cuối, nhưng đồng thời vô cùng hợp lý.",Tiểu Thuyết,1
108,"Mèo Chiến Binh - Con Đường Hiểm Nguy
Con đường hiểm nguy là tập thứ năm trong bộ Mèo chiến binh (2003-2004) của tác giả Erin Hunter. Bộ truyện giành được nhiều phản hồi tích cực, được dịch ra hơn 20 thứ tiếng và có lực lượng người hâm mộ hùng hậu trên khắp thế giới",Tiểu Thuyết,1
109,"Xông Vào Lối Âm Dương - Tập 3
Giới thiệu:
Trần Dương, cậu thanh niên vừa ra trường phấn khởi cầm tờ công văn được cấp đi nhậm chức ở một phân cục nọ. Trong suy nghĩ của cậu, nơi này chỉ đơn thuần là một văn phòng của khu dân cư chuyên giải quyết những chuyện lông gà vỏ tỏi. Thế nhưng sao ngay nhiệm vụ đầu tiên đã dính phải những hiện tượng tâm linh kỳ lạ thế này? Cậu nên bỏ cuộc giữa chừng hay tiếp tục đây?...
Đôi nét tác giả
Mộc Hề Nương là một cây bút bền bỉ của trang văn học mạng Tấn Giang, tác phẩm của cô rất đa dạng về đề tài đồng thời giành được sự yêu thích cực kỳ lớn của các độc giả…
Tác phẩm tiêu biểu: Âm mưu Pheromone (tạm dịch), Thiên sư không xem bói (tạm dịch), Cấm nói chuyện phong nguyệt (tạm dịch)…",Tiểu Thuyết,1
110,"Hạ Đỏ
Kể về mối tình đầu trong sáng của một cậu học trò dành cho một cô gái quê 16 tuổi trong dịp về quê nghỉ hè, và những việc làm cao đẹp của cậu cho em bé quê chân chất chịu nhiều thiệt thòi ở nông thôn.
Chuyện nhiều hình ảnh, dễ thương và trong sáng… vẫn không thiếu những “pha” thú vị cho ta những tiếng cười sảng khoái.",Tiểu Thuyết,1
111,"Hoa Hồng Xứ Khác
Trong truyện, Ngữ, Khoa và Hòa lé đều say mê cô bạn cùng lớp Gia Khanh.
Cái cô gái bị ba người cùng theo đó sẽ phải làm sao.
Ba anh chàng làm gì để “chiến thắng”.
Điều lý thú là gần như tác giả tái hiện lại thời học trò của mình với ngôn ngữ thời bây giờ nên các bạn đọc trẻ sẽ tìm thấy hình bóng của chính mình trong đó.",Tiểu Thuyết,1
112,"Ngôi Trường Mọi Khi
Những câu chuyện về nhóm bạn học sinh năm đầu cấp 3 với bao kỷ niệm vui buồn hờn giận, bao nhiêu trò tinh nghịch của tuổi mới lớn.
Với những Hạt tiêu, Tóc ngắn, Hột mít, Bảnh trai, Răng chuột, Mặt mụn…đã tạo nên không khí của một lớp học thật dễ thương với bao nhiêu tình cảm yêu thương, cảm động và gần gũi.",Tiểu Thuyết,1
113,"Những Giấc Mơ Ở Hiệu Sách Morisaki - Tập 2
Morisaki là hiệu sách cũ chuyên về văn học cận đại ở phố Jimbocho. Hiệu sách nhỏ bé do cậu Satoru làm chủ, là nơi hai năm về trước đã giúp xoa dịu trái tim tan vỡ của Takako. Cô Momoko, người vợ lúc trước đã rời xa cậu năm năm, giờ lại quay về và giúp đỡ cậu trông nom cửa hàng, Takako cũng thường xuyên ghé thăm hiệu sách vào những ngày nghỉ. Takako và Wada, chàng trai mê đọc sách cô gặp ở Morisaki, nay đã thành đôi. Nhưng rồi một ngày nọ, Takako bắt gặp Wada cùng bạn gái cũ đi vào một quán cà phê.
Giữa lúc ấy, cảm thấy cậu Satoru quan tâm đến cô Momoko chưa đủ nhiều dù cô vừa trải qua cơn bạo bệnh, Takako đã sắp xếp một chuyến du lịch suối nước nóng cho hai vợ chồng. Nhưng sau chuyến đi, cậu Satoru bắt đầu có những biểu hiện kỳ lạ…
Câu chuyện về hy vọng, mô tả những tháng ngày dịu dàng và ấm áp nơi hiệu sách cũ kỹ.",Tiểu Thuyết,1
114,"Cuộc Thám Hiểm Vào Lòng Đất được tái bản lần thứ 2 kể về chuyến thám hiểm nguy hiểm, cũng rất kịch tính với một chuỗi những sự kiện bất ngờ nối tiếp nhau.
Chuyện bắt đầu khi giáo sư Lindenbrock mua được cuốn sách cổ rồi cùng đứa cháu trai Axel giải mã và tìm ra con đường đi xuống tâm trái đất qua núi lửa Sneffels Jukull ở Iceland. Đoàn thám hiểm ba người gồm giáo sư, Axel và người dẫn đường Hans đã gặp những hiện tượng kỳ lạ và cả những nguy hiểm chết người: có một hang động đầy khí dễ cháy, những loại cây hóa thạch và nấm khổng lồ, những sinh vật thời tiền sử trong đó có người khổng lồ cao tới 12 feet…
Làm thế nào đoàn thám hiểm có thể thoát khỏi mọi nguy hiểm luôn rình rập, quay trở lại mặt đất với cuộc sống trước kia? Câu trả lời đang chờ được giải đáp, bởi “những nhà thám hiểm tài ba” - những người đang cầm quyển sách này trên tay.",Tiểu Thuyết,1
115,"101 Cách Viết Thư Tình Tán(g) Lớp Trưởng
Do suốt ngày bị tên lớp trưởng Hoàng Nhật Đăng đáng ghét bắt nạt, cuối cùng Diệp đưa ra quyết định: viết thư tình ẩn danh cho cậu ta.
Nó sẽ làm Đăng mê nó như điếu đổ, sau đó đá đít cậu ta một cái thật đau rồi cười lớn, trả mối thù sâu như biển này.
Kế hoạch quá tuyệt vời, quá thông minh, quá hoàn mỹ, quá tiểu nhân, IQ 2000.
Cô gái với IQ 2000 cầm bút viết thư:
""Hoàng Nhật Đăng, mình thích cậu.""
Oẹ... Diệp vừa viết vừa nổi da gà.
Nghĩ ngợi một lúc, Diệp quyết định viết thêm chữ cho dạt dào tình cảm:
""Hoàng Nhật Đăng, mình thích cậu mình thích cậu mình thích cậu mình thích cậu mình thích cậu mình thích cậu mình thích cậu mình thích cậu mình thích cậu mình thích cậu mình thích cậu mình thích cậu.""
Lớp trưởng sau khi nhận thư tình ẩn danh: ""Đứa nào nguyền rủa tao đấy???""
Diệp: ""...""",Tiểu Thuyết,1
116,"Nhật Thực Toàn Phần
Ánh Nguyệt là một cô bé học sinh cấp 3 từ vùng đất Nam Định hiếu học chuyển tới Hà Nội. Ngay ngày đầu tiên tới trường, cô bé vô tình lắng nghe chiến tích “yêu hai ngày đã đòi chia tay” của cậu bạn Minh Nhật khiến cho ấn tượng ban đầu của Nguyệt về cậu bạn tụt xuống mức âm vô cực. Oan gia thế nào hai người lại cùng lớp với nhau.
Minh Nhật nhanh chóng bị thu hút bởi cô bạn mới đến và ra sức chiều chuộng cô bé. Dẫu Ánh Nguyệt tự nhủ trong lòng phải tránh xa “chiếc cờ đỏ chạy bằng cơm” này, cự tuyệt sương sương 7 lần nhưng cuối cùng cô bé cũng đã hồi đáp tình cảm của Minh Nhật. Cả hai đã cùng nhau đi hết quãng đường cấp 3 trong sáng, viết lại những ước mơ của tuổi 18 của mình và chôn sâu xuống một gốc cây to, hứa 10 năm sau sẽ quay lại.
“…tiếc là Nhật thực sẽ chẳng kéo dài mãi đâu. Nhưng Nhật và Nguyệt thì có thể…”",Tiểu Thuyết,1
117,"HAI MƯƠI NĂM SAU là tập thứ hai trong thiên tiểu thuyết lịch sử dài gồm ba tập: Les Trois Mousquetaires (Ba người lính ngự lâm), Les Trois Mousquetaires Vingt Ans Après (Hai mươi năm sau) và Le Vicomte de Bragelone (Tử tước de Bragelone).
Nếu như ở Ba người lính ngự lâm ta thấy bốn chàng trai ngự lâm trẻ, hăng hái và nhiệt huyết thì tiếp theo hai mươi năm sau mỗi người đều đã trưởng thành, trở thành những người có địa vị nhưng số phận trớ trêu đã biến họ thành những kẻ đối đầu.
Những cuộc chạm trán bất ngờ và đọ kiếm nảy lửa giữa bốn người bạn thuộc hai phe đối lập, liệu có làm tan vỡ tình bạn hữu keo sơn sống chết có nhau năm xưa? Cuộc đời họ rồi sẽ ra sao?",Tiểu Thuyết,1
118,"Mồ côi cha mẹ từ khi 4 tuổi, cậu bé Micah Tuttle sống cùng ông nội và cậu rất thích những câu chuyện về rạp xiếc phép thuật Mirandus do ông kể. Một ngày nọ ông bệnh nặng, bà dì Gertrudis chuyển tới sống cùng hai ông cháu, bà dì hắc ám này luôn tìm cách ngăn cản cậu bé tiếp xúc với ông mình. Cuối cùng cậu bé cũng được ông kể cho nghe về một “lời giao ước bí mật” từ một nhà ảo thuật và cậu sẵn sàng lên đường để tìm nhà ảo thuật thực hiện lời giao ước đó cho ông mình, và một cuộc phiêu lưu đầu thú vị đã bắt đầu…
Truyện có yếu tố giả tưởng thần bí, các chi tiết truyện mới mẻ kích thích trí tưởng tượng của người đọc. Nội dung truyện tươi sáng, xoay quanh các nhân vật hồn nhiên, đáng yêu.
Được đánh giá cao trong các tác phẩm văn học thể loại fantasy dành cho thiếu nhi năm 2015",Tiểu Thuyết,1
119,"“Anh là Thái. Biệt danh Thái Sky. Anh sống bên ký túc C1, phòng 307. Phòng anh có tám người. Tất cả bọn anh đã thề độc với nhau rằng suốt quãng đời sinh viên sẽ không cho phép một cô gái nào được len vào tình bạn của cả phòng. Cho đến khi em xuất hiện...
Anh đã xin phép cả phòng 307 rồi, anh xin rút lại lời thề độc. Và giờ anh muốn xin phép em. Cho anh được ở bên em. Cho anh được chia sẻ mọi vui buồn cùng em. Cho anh được nắm tay em từ hôm nay cho đến hết cuộc đời này...
Như Dung, anh yêu em!”",Tiểu Thuyết,1
120,"Trúc Thư Dao - 2 - Nước Tấn - Gió Nổi Cung Đình
Rời Tần sang Tấn, Thập trở thành đệ tử của thái sử Mặc. Cô lập công lớn trong hội thề Hoàng Trì, trận chiến thành Ung, cứu trợ thiên tai ở Tấn Dương, nên dần dần được sư phụ tin cậy chọn làm người kế nhiệm, thay ông bước lên đàn tế trời. Ngôi vị cao quý, thân cận với thần linh có thể bảo vệ cô giữa thời loạn, trước những kẻ thù đáng sợ liên quan đến thân thế của cô, nhưng cũng vô cùng cô đơn lạnh lẽo. Đó là thứ mà Thập sẽ lựa chọn chăng?
Tác giả: Văn Giản Tử
Khi viết Trúc thư dao, cô đang sống ở nước ngoài, và đã dành bảy năm để hoàn thành câu chuyện thời Xuân Thu này. Các nhân vật, sự kiện, đồ vật… miêu tả trong sách được khảo cứu kỹ càng, phù hợp với tư liệu lịch sử.",Tiểu Thuyết,1
121,"Minh Ám - Bìa Cứng
Minh Ám là tác phẩm cuối cùng của Natsume Soseki, và vẫn còn dang dở khi nhà văn này đã qua đời sau vì bệnh dạ dày. Cái kết của Minh Ám đến nay vẫn là một bí ẩn, là một tác phẩm đã khiến không ít nhà văn, nhà nghiên cứu tốn biết bao giấy mực. Nhưng kể cả khi vẫn còn dang dở, thì Minh Ám vẫn là một kiệt tác vô cùng xuất sắc, một khám phá sâu sắc về tâm hồn con người, về tình yêu, về hôn nhân, và về những xung đột xã hội.",Tiểu Thuyết,1
122,"Nụ Cười Thiếu Nữ
Sách Những nụ cười của thiếu nữ có những câu văn lời lẽ đầy sinh động giúp người đọc có thể dễ dàng hiểu ý nghĩa của cuốn sách. Một nụ cười khó quên của cái tuôi đôi mươi sau sắc và trong sáng. Những câu chuyện trong sách sẽ giúp các bạn hiểu thêm nhiều về những nụ cười của thiếu nữ.",Tiểu Thuyết,1
